t_monotonic,ax,ay,az,gx,gy,gz
233254.237637,-0.449,-0.238,1.118,6.53,25.76,-2.47
233254.247660,-0.476,-0.048,1.177,-47.7,25.91,-7.05
233254.260395,-0.5,0.118,1.245,-82.46,27.47,-6.47
233254.267536,-0.455,0.244,1.314,-97.11,31.25,-8.27
233254.277705,-0.383,0.35,1.382,-98.3,33.54,-14.65
233254.287658,-0.337,0.471,1.422,-91.46,32.01,-23.29
233254.299848,-0.331,0.569,1.436,-75.96,28.2,-27.8
233254.307046,-0.306,0.617,1.429,-53.19,23.26,-25.45
233254.316395,-0.268,0.592,1.376,-26.89,16.11,-19.75
233254.326929,-0.244,0.466,1.286,-4.67,9.28,-15.38
233254.337980,-0.246,0.385,1.269,5.16,2.47,-13.34
233254.350634,-0.261,0.363,1.277,6.01,-6.47,-10.35
233254.356773,-0.289,0.372,1.24,3.11,-15.84,-5.55
233254.365672,-0.308,0.405,1.192,-0.49,-22.1,1.34
233254.376314,-0.308,0.418,1.148,-1.62,-26.22,9.52
233254.386634,-0.313,0.398,1.105,0.0,-27.89,15.38
233254.397362,-0.314,0.365,1.062,3.08,-28.14,18.62
233254.410565,-0.296,0.317,1.017,5.34,-28.2,20.87
233254.417543,-0.276,0.266,0.975,5.28,-28.63,21.7
233254.427454,-0.273,0.227,0.947,2.11,-29.85,20.91
233254.437892,-0.275,0.224,0.936,-2.53,-31.86,20.05
233254.450681,-0.266,0.234,0.928,-6.26,-33.85,20.94
233254.457257,-0.252,0.237,0.896,-8.58,-34.73,21.27
233254.466055,-0.243,0.25,0.866,-10.28,-34.33,19.68
233254.476485,-0.224,0.268,0.853,-10.53,-33.23,17.91
233254.488313,-0.213,0.266,0.845,-8.48,-32.29,15.26
233254.500985,-0.198,0.236,0.818,-6.47,-30.49,12.54
233254.507314,-0.172,0.178,0.796,-14.37,-25.24,2.81
233254.516074,-0.19,0.146,0.775,-24.78,-22.92,-1.43
233254.526758,-0.219,0.164,0.766,-33.17,-20.05,-3.39
233254.538124,-0.219,0.215,0.785,-36.44,-17.33,-3.72
233254.551565,-0.212,0.263,0.782,-35.31,-13.79,-3.85
233254.557420,-0.208,0.291,0.793,-31.25,-9.86,-4.46
233254.566035,-0.171,0.282,0.792,-27.31,-5.62,-6.59
233254.578487,-0.154,0.278,0.833,-26.25,-2.2,-10.01
233254.587858,-0.144,0.25,0.87,-27.65,-1.53,-11.81
233254.600468,-0.15,0.229,0.892,-32.44,-2.41,-13.15
233254.607371,-0.164,0.25,0.901,-39.06,-2.69,-14.37
233254.616054,-0.161,0.297,0.917,-43.15,-1.65,-14.74
233254.626697,-0.152,0.328,0.926,-41.78,-0.52,-14.53
233254.641234,-0.174,0.343,0.925,-37.63,0.0,-14.86
233254.647973,-0.181,0.368,0.942,-33.54,0.43,-13.58
233254.657177,-0.158,0.383,0.954,-28.38,-0.34,-10.32
233254.666226,-0.152,0.357,0.956,-21.58,-1.53,-7.26
233254.676704,-0.142,0.303,0.956,-15.29,-2.38,-5.89
233254.686979,-0.133,0.261,0.974,-12.85,-3.48,-5.52
233254.700831,-0.135,0.247,0.977,-14.01,-5.37,-5.46
233254.706041,-0.143,0.241,0.962,-16.72,-6.47,-5.89
233254.716459,-0.151,0.245,0.953,-19.1,-5.89,-7.45
233254.726395,-0.15,0.259,0.96,-21.03,-4.82,-8.67
233254.738190,-0.152,0.261,0.968,-21.73,-3.33,-10.04
233254.751545,-0.161,0.266,0.977,-22.89,-2.11,-11.29
233254.756853,-0.167,0.278,1.004,-24.11,-1.31,-12.3
233254.767734,-0.172,0.27,0.997,-23.9,-0.31,-13.82
233254.776210,-0.182,0.276,0.997,-24.11,0.89,-15.14
233254.788358,-0.193,0.297,1.009,-23.32,1.92,-15.38
233254.800414,-0.194,0.306,1.011,-20.54,2.99,-15.05
233254.807255,-0.186,0.305,1.018,-16.51,4.06,-14.62
233254.816807,-0.176,0.3,1.036,-11.84,4.52,-13.82
233254.827851,-0.169,0.287,1.037,-7.23,4.55,-12.82
233254.837920,-0.16,0.27,1.04,-3.63,4.79,-11.6
233254.852135,-0.147,0.251,1.044,-1.19,4.21,-9.98
233254.855981,-0.131,0.23,1.037,-0.21,3.05,-8.42
233254.865577,-0.117,0.206,1.022,-0.79,1.34,-6.9
233254.877693,-0.109,0.178,0.997,-2.78,-0.34,-6.01
233254.886132,-0.113,0.171,0.992,-6.29,-2.11,-5.89
233254.897006,-0.127,0.195,1.004,-9.43,-4.52,-4.36
233254.906704,-0.131,0.215,1.012,-10.01,-6.38,-1.53
233254.917191,-0.14,0.235,1.026,-9.58,-7.93,1.22
233254.930530,-0.146,0.248,1.025,-7.69,-9.25,3.81
233254.936479,-0.154,0.236,1.012,-3.14,-9.06,5.52
233254.946056,-0.158,0.212,0.987,0.24,-8.48,6.96
233254.956290,-0.157,0.197,0.965,2.01,-8.3,7.9
233254.966223,-0.15,0.169,0.941,4.21,-7.66,7.45
233254.976559,-0.146,0.141,0.927,4.43,-7.35,6.07
233254.988153,-0.166,0.132,0.933,2.35,-7.9,4.3
233255.000061,-0.185,0.138,0.938,-0.92,-7.29,2.84
233255.006223,-0.185,0.165,0.948,-4.97,-5.68,1.77
233255.016315,-0.18,0.198,0.961,-8.45,-4.64,1.65
233255.026985,-0.173,0.216,0.991,-9.22,-3.78,2.53
233255.036399,-0.166,0.209,0.991,-7.72,-3.48,3.75
233255.048294,-0.158,0.196,0.984,-6.62,-3.48,4.64
233255.057253,-0.156,0.193,1.001,-7.14,-4.12,5.43
233255.067432,-0.168,0.205,1.015,-7.63,-5.4,6.5
233255.082086,-0.164,0.21,1.011,-6.74,-6.1,8.12
233255.087023,-0.157,0.202,0.997,-5.25,-5.8,9.28
233255.095667,-0.156,0.195,0.991,-3.69,-5.55,9.28
233255.106237,-0.16,0.193,0.999,-1.53,-5.55,8.91
233255.116361,-0.159,0.188,1.001,0.7,-5.4,8.27
233255.127045,-0.158,0.172,0.996,1.89,-5.13,7.51
233255.137949,-0.156,0.147,0.988,1.98,-4.36,6.5
233255.150480,-0.15,0.124,0.981,0.09,-3.2,5.1
233255.155565,-0.149,0.13,0.983,-3.27,-2.96,3.66
233255.165490,-0.151,0.156,0.987,-6.16,-3.2,2.99
233255.176908,-0.15,0.169,0.986,-7.08,-3.08,2.87
233255.187478,-0.146,0.174,0.983,-6.41,-2.9,3.14
233255.196559,-0.15,0.183,0.985,-4.94,-2.96,3.75
233255.206672,-0.155,0.196,0.988,-2.5,-3.27,4.64
233255.216983,-0.156,0.192,0.983,0.64,-3.05,5.46
233255.232356,-0.155,0.173,0.963,3.45,-2.47,5.95
233255.236045,-0.147,0.151,0.948,5.19,-1.95,5.8
233255.245538,-0.145,0.132,0.945,5.86,-1.77,5.58
233255.257172,-0.152,0.13,0.95,5.28,-2.08,5.52
233255.266544,-0.159,0.135,0.943,4.18,-2.23,5.98
233255.276590,-0.157,0.136,0.927,2.87,-1.68,6.56
233255.287991,-0.155,0.148,0.926,1.16,-1.04,7.17
233255.300275,-0.149,0.151,0.932,0.76,-0.15,7.87
233255.306526,-0.146,0.145,0.925,0.12,0.73,7.97
233255.315423,-0.14,0.152,0.931,-0.49,1.8,7.54
233255.327048,-0.128,0.153,0.944,0.79,2.81,7.35
233255.337071,-0.12,0.141,0.956,2.38,3.45,6.96
233255.346678,-0.116,0.133,0.958,3.02,3.57,5.74
233255.356972,-0.114,0.132,0.956,2.66,4.0,4.39
233255.367422,-0.113,0.141,0.967,2.62,4.21,3.63
233255.380741,-0.119,0.14,0.967,2.9,4.24,2.87
233255.386899,-0.125,0.146,0.97,2.26,4.46,2.04
233255.395874,-0.133,0.159,0.969,1.86,5.22,1.22
233255.406296,-0.144,0.176,0.979,1.86,5.89,0.89
233255.417399,-0.152,0.189,0.986,2.44,6.2,1.43
233255.426779,-0.155,0.191,0.986,3.27,6.74,1.92
233255.436849,-0.15,0.19,0.987,3.97,7.48,2.14
233255.450379,-0.145,0.175,0.979,4.82,8.21,1.62
233255.456773,-0.143,0.17,0.977,4.79,8.39,0.15
233255.465588,-0.148,0.18,0.987,4.39,7.93,-0.55
233255.475913,-0.151,0.192,0.997,4.67,7.32,-0.79
233255.486325,-0.158,0.206,1.009,4.76,6.62,-0.46
233255.496200,-0.164,0.213,1.016,5.4,6.32,0.24
233255.506583,-0.166,0.212,1.018,6.32,6.1,1.31
233255.517382,-0.163,0.207,1.019,6.44,6.13,2.29
233255.530359,-0.156,0.193,1.007,6.29,6.26,3.17
233255.535732,-0.151,0.175,0.992,5.43,6.35,3.69
233255.545666,-0.154,0.17,0.995,3.63,5.77,3.48
233255.556264,-0.156,0.18,1.003,2.01,4.73,3.94
233255.566415,-0.157,0.189,1.004,1.13,3.63,5.13
233255.576623,-0.159,0.193,1.002,0.89,3.02,5.74
233255.586870,-0.163,0.197,1.006,0.92,2.53,6.35
233255.599900,-0.168,0.199,1.004,1.83,2.44,6.68
233255.605639,-0.17,0.192,0.987,3.11,2.66,6.74
233255.615316,-0.166,0.181,0.975,3.91,3.27,6.2
233255.625599,-0.164,0.173,0.973,4.03,3.48,5.34
233255.635912,-0.169,0.172,0.972,3.54,3.36,4.55
233255.646250,-0.167,0.17,0.975,3.17,3.66,4.15
233255.657426,-0.162,0.163,0.972,2.72,4.3,3.78
233255.668028,-0.156,0.159,0.97,1.98,4.61,3.33
233255.682505,-0.161,0.165,0.974,0.7,4.27,3.17
233255.686557,-0.164,0.178,0.98,-0.58,3.78,3.6
233255.695513,-0.164,0.186,0.979,-0.92,3.42,4.12
233255.706071,-0.166,0.181,0.977,-0.89,3.2,4.61
233255.716412,-0.167,0.175,0.971,-1.22,2.99,4.79
233255.727256,-0.168,0.171,0.967,-1.56,2.93,4.73
233255.736954,-0.174,0.17,0.963,-1.95,2.99,4.55
233255.749962,-0.174,0.174,0.967,-2.26,3.27,4.36
233255.755576,-0.178,0.178,0.971,-2.14,3.54,4.06
233255.765130,-0.183,0.184,0.97,-2.01,3.42,3.66
233255.775545,-0.181,0.187,0.966,-0.89,3.75,3.17
233255.785644,-0.177,0.188,0.961,0.89,4.52,2.84
233255.796133,-0.176,0.189,0.963,2.5,4.79,2.66
233255.807898,-0.183,0.189,0.97,3.48,4.61,2.29
233255.816940,-0.185,0.188,0.968,4.18,4.49,2.23
233255.831201,-0.18,0.187,0.969,4.91,4.64,2.32
233255.835099,-0.179,0.18,0.972,4.79,4.97,2.11
233255.845231,-0.182,0.18,0.979,4.27,4.94,1.89
233255.855774,-0.178,0.181,0.97,3.66,4.85,2.01
233255.866593,-0.173,0.176,0.966,3.05,4.79,1.83
233255.876463,-0.181,0.172,0.977,1.71,4.33,1.37
233255.886721,-0.186,0.176,0.979,0.06,3.75,1.59
233255.900078,-0.18,0.179,0.971,-0.98,3.78,1.92
233255.905701,-0.173,0.182,0.978,-1.68,4.03,1.68
233255.915641,-0.181,0.19,0.994,-1.77,3.27,1.16
233255.925866,-0.189,0.197,1.001,-1.07,2.56,1.53
233255.936095,-0.187,0.195,0.998,0.12,2.62,2.5
233255.948469,-0.176,0.185,0.984,1.5,3.2,2.9
233255.956670,-0.171,0.179,0.989,2.17,3.39,2.5
233255.967107,-0.18,0.179,1.001,2.72,2.66,1.95
233255.982326,-0.186,0.184,1.001,3.23,1.95,1.8
233255.985882,-0.185,0.183,0.994,3.63,2.04,1.86
233255.995610,-0.18,0.174,0.984,3.85,2.66,1.56
233256.005941,-0.18,0.168,0.988,3.14,2.66,0.73
233256.016561,-0.186,0.175,0.996,2.04,2.11,0.15
233256.027734,-0.191,0.187,0.993,1.1,1.62,0.09
233256.037874,-0.189,0.183,0.981,0.34,1.83,0.43
233256.047156,-0.183,0.173,0.967,0.03,2.62,0.37
233256.060587,-0.18,0.172,0.974,-1.01,2.84,-0.09
233256.067275,-0.186,0.185,0.987,-2.23,2.08,-0.58
233256.075999,-0.192,0.2,0.994,-2.81,1.46,-0.61
233256.086437,-0.19,0.203,0.989,-2.59,1.86,0.12
233256.096151,-0.18,0.19,0.976,-3.39,2.38,-0.76
233256.106522,-0.172,0.179,0.96,-4.09,1.86,-1.5
233256.116849,-0.174,0.197,0.978,-2.32,1.1,-0.31
233256.130079,-0.178,0.213,0.989,-0.73,0.46,1.04
233256.135807,-0.182,0.209,0.986,-0.24,0.55,1.07
233256.145508,-0.172,0.192,0.982,-0.12,0.67,0.43
233256.157131,-0.179,0.191,0.986,0.0,0.34,0.18
233256.166618,-0.183,0.199,0.982,-0.43,0.06,0.37
233256.176404,-0.184,0.198,0.982,-0.64,0.12,0.55
233256.187649,-0.184,0.19,0.977,-0.61,0.46,0.55
233256.197014,-0.184,0.193,0.975,-0.92,0.52,0.37
233256.210701,-0.184,0.198,0.976,-0.92,0.76,0.06
233256.217153,-0.19,0.202,0.978,-0.67,0.89,-0.31
233256.226000,-0.191,0.204,0.976,-0.15,0.82,-0.46
233256.237285,-0.191,0.204,0.975,0.58,0.95,-0.37
233256.248227,-0.187,0.201,0.972,1.01,1.19,-0.46
233256.256843,-0.185,0.192,0.965,1.28,1.31,-0.73
233256.267405,-0.18,0.187,0.967,1.13,1.37,-0.98
233256.281647,-0.179,0.192,0.976,0.7,1.13,-1.01
233256.286204,-0.18,0.196,0.976,0.37,0.79,-0.76
233256.296892,-0.183,0.197,0.978,0.03,0.43,-0.89
233256.307828,-0.188,0.197,0.975,-0.46,0.27,-0.82
233256.316120,-0.192,0.2,0.975,-0.58,0.52,-1.01
233256.326391,-0.195,0.2,0.981,-0.27,0.4,-0.67
233256.336728,-0.194,0.201,0.978,-0.4,0.46,-0.27
233256.347096,-0.19,0.196,0.977,-0.37,0.89,-0.09
233256.360803,-0.189,0.192,0.976,-0.12,1.28,-0.03
233256.367562,-0.189,0.192,0.978,-0.12,1.13,-0.18
233256.375814,-0.184,0.19,0.976,0.0,1.19,-0.4
233256.385877,-0.187,0.189,0.974,0.0,1.13,-0.79
233256.396453,-0.185,0.193,0.978,0.18,0.92,-0.7
233256.406579,-0.186,0.193,0.98,0.79,0.85,-0.58
233256.416483,-0.188,0.189,0.975,0.89,0.82,-0.7
233256.429903,-0.186,0.187,0.976,0.58,1.01,-0.85
233256.435476,-0.189,0.187,0.977,0.12,1.28,-1.07
233256.445415,-0.187,0.191,0.98,-0.43,1.43,-1.22
233256.455638,-0.188,0.195,0.982,-0.67,1.34,-0.92
233256.465940,-0.189,0.196,0.983,-0.67,1.34,-0.4
233256.476233,-0.19,0.198,0.981,-0.43,1.13,-0.24
233256.487362,-0.188,0.195,0.977,-0.09,1.07,-0.03
233256.497747,-0.183,0.19,0.974,0.21,1.1,-0.12
233256.511379,-0.184,0.185,0.975,0.21,0.79,-0.61
233256.516657,-0.19,0.19,0.983,-0.15,0.34,-0.85
233256.527207,-0.195,0.2,0.984,-0.4,-0.18,-0.52
233256.536177,-0.191,0.205,0.979,-0.18,-0.15,-0.03
233256.546260,-0.19,0.201,0.977,0.31,0.0,0.18
233256.557049,-0.188,0.197,0.979,0.7,0.37,0.4
233256.566743,-0.186,0.195,0.979,0.7,0.49,0.55
233256.580170,-0.187,0.195,0.98,0.85,0.37,0.4
233256.587078,-0.189,0.193,0.977,0.67,0.24,0.46
233256.596988,-0.187,0.191,0.974,0.76,0.4,0.52
233256.606913,-0.187,0.19,0.974,1.13,0.31,0.46
233256.615953,-0.188,0.191,0.976,1.16,-0.34,0.31
233256.626694,-0.19,0.191,0.973,1.22,-0.46,0.06
233256.636493,-0.191,0.195,0.975,1.01,-0.61,-0.12
233256.646780,-0.194,0.2,0.976,0.92,-0.92,0.12
233256.659766,-0.195,0.2,0.973,1.19,-0.76,0.31
233256.665645,-0.193,0.195,0.962,1.28,-0.4,0.24
233256.675490,-0.187,0.191,0.962,1.28,-0.03,0.15
233256.685710,-0.188,0.193,0.971,1.22,-0.09,-0.06
233256.695939,-0.19,0.198,0.975,1.1,-0.03,0.09
233256.706456,-0.189,0.197,0.968,1.04,0.18,0.24
233256.716774,-0.182,0.191,0.958,1.13,0.58,0.03
233256.731713,-0.182,0.191,0.967,1.16,0.7,-0.31
233256.737590,-0.191,0.197,0.974,1.31,0.15,-0.43
233256.745573,-0.193,0.205,0.976,1.5,0.0,-0.37
233256.755654,-0.191,0.202,0.976,1.92,0.46,-0.09
233256.767069,-0.189,0.182,0.964,1.77,0.73,-0.27
233256.776987,-0.182,0.173,0.95,0.79,1.4,-0.98
233256.786831,-0.186,0.185,0.965,-0.55,1.16,-1.65
233256.799286,-0.192,0.198,0.982,-1.62,0.58,-1.77
233256.810644,-0.196,0.208,0.989,-2.04,0.37,-0.92
233256.817055,-0.194,0.208,0.986,-1.95,0.55,0.09
233256.825584,-0.187,0.196,0.977,-1.59,0.89,0.03
233256.835966,-0.184,0.187,0.973,-1.34,1.04,-0.85
233256.846142,-0.189,0.2,0.978,-1.4,0.58,-1.4
233256.856427,-0.193,0.212,0.987,-1.19,0.03,-0.98
233256.866768,-0.192,0.211,0.981,-0.52,-0.34,-0.37
233256.880738,-0.19,0.204,0.982,-0.06,-0.03,-0.15
233256.886715,-0.188,0.193,0.974,0.15,0.03,0.06
233256.895434,-0.181,0.185,0.962,-0.27,0.37,-0.37
233256.905740,-0.181,0.19,0.972,-1.1,0.52,-1.01
233256.916322,-0.187,0.199,0.983,-1.74,0.21,-0.73
233256.927824,-0.188,0.201,0.984,-2.44,-0.12,0.0
233256.936643,-0.184,0.199,0.98,-3.02,0.0,0.4
233256.946863,-0.183,0.197,0.975,-2.96,0.06,0.12
233256.960203,-0.186,0.197,0.975,-2.66,0.03,-0.09
233256.966667,-0.186,0.202,0.973,-2.35,-0.06,0.0
233256.975682,-0.185,0.204,0.973,-1.8,-0.12,-0.09
233256.985939,-0.186,0.2,0.973,-1.25,-0.06,0.12
233256.996101,-0.185,0.193,0.969,-0.92,0.06,0.15
233257.006415,-0.183,0.192,0.973,-0.82,0.09,-0.27
233257.017117,-0.186,0.197,0.978,-0.89,0.0,-0.46
233257.032152,-0.188,0.199,0.974,-1.07,0.15,-0.27
233257.036472,-0.184,0.198,0.971,-1.07,0.46,0.06
233257.046830,-0.184,0.193,0.969,-1.01,0.73,0.12
233257.056723,-0.186,0.195,0.971,-1.07,0.58,-0.09
233257.066716,-0.188,0.202,0.973,-0.89,0.37,0.06
233257.076475,-0.189,0.202,0.969,-0.49,0.34,0.27
233257.086569,-0.188,0.194,0.957,-0.03,0.73,0.52
233257.097130,-0.182,0.19,0.96,0.18,1.07,0.43
233257.110299,-0.187,0.193,0.969,0.09,0.89,0.31
233257.116224,-0.191,0.195,0.974,-0.27,0.49,0.43
233257.127250,-0.193,0.195,0.973,-0.55,0.55,0.67
233257.137542,-0.193,0.194,0.972,-0.61,0.79,0.98
233257.146306,-0.191,0.19,0.97,-0.52,0.98,1.01
233257.157444,-0.195,0.19,0.973,-0.55,0.98,0.82
233257.167273,-0.2,0.197,0.975,-0.73,0.73,0.98
233257.181666,-0.202,0.203,0.975,-0.21,0.46,1.37
233257.186714,-0.201,0.207,0.979,0.85,0.34,2.11
233257.196353,-0.199,0.209,0.984,1.89,-0.15,3.23
233257.205718,-0.195,0.197,0.981,2.99,-0.7,4.24
233257.217073,-0.189,0.183,0.977,3.75,-1.01,4.7
233257.226371,-0.19,0.187,0.982,3.27,-1.89,5.19
233257.236776,-0.193,0.201,0.989,2.56,-3.02,6.47
233257.248486,-0.196,0.208,0.993,2.66,-3.97,8.33
233257.261136,-0.197,0.224,0.998,2.78,-4.79,10.47
233257.266956,-0.195,0.244,1.005,2.96,-6.68,13.58
233257.275819,-0.191,0.236,1.006,4.46,-8.18,16.17
233257.287500,-0.186,0.212,0.995,7.26,-8.85,18.65
233257.297047,-0.175,0.178,0.999,8.03,-9.89,20.66
233257.310774,-0.173,0.162,1.008,6.2,-11.17,21.45
233257.316961,-0.183,0.214,1.028,2.01,-13.37,22.43
233257.326055,-0.182,0.29,1.061,0.64,-16.63,26.28
233257.337282,-0.203,0.358,1.092,3.48,-20.75,32.2
233257.346957,-0.226,0.408,1.106,6.53,-26.92,40.99
233257.360970,-0.232,0.399,1.126,10.13,-33.81,50.87
233257.367498,-0.251,0.363,1.146,10.77,-42.45,60.46
233257.376618,-0.299,0.324,1.121,7.45,-53.29,71.87
233257.386979,-0.354,0.296,1.094,3.69,-64.94,84.35
233257.397091,-0.457,0.336,1.086,3.17,-79.26,98.76
233257.410790,-0.59,0.4,1.09,12.3,-95.52,117.62
233257.417547,-0.712,0.419,1.105,27.86,-111.97,138.13
233257.427245,-0.826,0.403,1.107,40.35,-130.07,157.99
233257.440468,-0.936,0.344,1.059,47.15,-147.07,172.89
233257.447032,-1.006,0.241,1.003,46.42,-161.29,183.08
233257.457953,-1.05,0.117,0.907,37.48,-171.03,188.24
233257.470400,-1.091,0.044,0.796,16.72,-177.77,189.67
233257.477052,-1.12,0.063,0.663,-14.98,-180.46,191.78
233257.487284,-1.042,0.124,0.607,-44.95,-177.22,195.23
233257.501011,-0.929,0.191,0.704,-58.69,-171.91,196.54
233257.506492,-0.89,0.257,0.832,-58.44,-168.03,200.87
233257.517348,-0.821,0.262,0.874,-54.05,-163.3,209.36
233257.530288,-0.701,0.237,0.836,-51.88,-156.38,211.58
233257.536436,-0.539,0.209,0.811,-53.04,-147.74,206.06
233257.546845,-0.385,0.204,0.788,-56.95,-139.13,196.39
233257.560313,-0.237,0.228,0.78,-61.53,-129.76,182.5
233257.567078,-0.103,0.262,0.751,-59.88,-118.59,164.62
233257.577370,0.087,0.235,0.763,-49.78,-105.26,145.18
233257.590090,0.277,0.18,0.798,-36.84,-93.48,125.74
233257.597359,0.408,0.153,0.824,-29.76,-83.41,110.23
233257.607088,0.505,0.124,0.828,-25.21,-73.82,97.38
233257.616929,0.591,0.082,0.785,-20.48,-63.91,82.58
233257.631052,0.678,0.015,0.728,-16.24,-52.31,65.03
233257.636493,0.782,-0.026,0.688,-12.51,-39.34,46.36
233257.646599,0.873,-0.01,0.647,-8.82,-27.65,26.92
233257.657817,0.947,0.018,0.675,1.43,-14.92,4.36
233257.670354,0.976,0.097,0.705,30.7,7.05,-32.9
233257.677348,1.006,0.157,0.708,53.04,20.42,-49.2
233257.687942,1.099,0.173,0.757,74.28,30.7,-65.74
233257.696525,1.167,0.211,0.834,90.03,37.26,-77.73
233257.710167,1.171,0.146,0.917,105.47,45.41,-93.3
233257.717117,1.259,-0.177,1.03,110.45,47.36,-116.73
233257.727654,1.333,-0.723,0.839,94.45,44.22,-135.41
233257.738016,1.355,-0.705,0.732,74.07,39.64,-148.96
233257.750321,1.293,-0.593,0.663,63.02,35.98,-159.73
233257.757157,1.15,-0.419,0.67,58.87,32.99,-165.11
233257.766849,1.025,-0.256,0.713,61.68,30.4,-162.02
233257.780538,0.926,-0.13,0.753,69.25,30.18,-156.35
233257.788513,0.904,-0.08,0.762,77.85,30.79,-146.89
233257.796488,0.903,-0.092,0.757,84.51,31.01,-134.95
233257.807108,0.88,-0.102,0.767,81.21,28.78,-121.16
233257.821410,0.846,-0.063,0.789,65.61,24.41,-105.62
233257.827336,0.821,0.002,0.799,44.53,19.17,-88.56
233257.836893,0.801,0.057,0.78,25.67,14.37,-70.83
233257.850215,0.775,0.11,0.793,10.25,10.07,-54.41
233257.856611,0.733,0.218,0.842,-5.65,4.64,-39.25
233257.866609,0.702,0.333,0.897,-17.3,-1.01,-24.38
233257.876920,0.687,0.398,0.923,-24.29,-6.29,-10.53
233257.886916,0.659,0.451,0.937,-28.08,-10.99,0.95
233257.900097,0.623,0.484,0.923,-26.64,-14.65,9.31
233257.907396,0.572,0.488,0.897,-19.87,-15.99,14.4
233257.916342,0.52,0.485,0.874,-11.44,-16.11,17.82
233257.926677,0.478,0.468,0.842,-1.8,-15.87,20.02
233257.937318,0.436,0.442,0.829,8.18,-14.92,20.84
233257.951624,0.401,0.417,0.828,16.63,-14.07,21.18
233257.957879,0.383,0.383,0.817,22.49,-12.51,20.26
233257.966954,0.374,0.347,0.806,26.0,-10.5,17.94
233257.977338,0.363,0.321,0.802,25.21,-9.34,15.32
233257.991593,0.345,0.312,0.796,21.45,-8.24,13.12
233257.997421,0.333,0.305,0.792,18.01,-6.2,11.6
233258.007447,0.33,0.324,0.816,14.19,-4.46,10.22
233258.017606,0.329,0.361,0.858,11.08,-3.33,8.88
233258.027891,0.329,0.382,0.884,10.07,-2.53,7.66
233258.041259,0.329,0.375,0.881,11.11,-2.04,6.9
233258.047209,0.332,0.375,0.869,11.51,-1.86,6.59
233258.058054,0.335,0.373,0.868,12.91,-1.65,7.87
233258.066479,0.339,0.352,0.864,15.69,-1.19,8.82
233258.077603,0.342,0.334,0.846,16.85,0.12,7.87
233258.087704,0.35,0.32,0.855,17.46,1.59,6.59
233258.100544,0.352,0.313,0.878,16.72,2.35,6.01
233258.107203,0.363,0.307,0.884,13.28,2.41,4.73
233258.115940,0.375,0.301,0.866,9.34,3.02,2.11
233258.127027,0.383,0.298,0.851,6.65,4.3,-0.43
233258.137278,0.393,0.321,0.859,3.39,5.89,-2.56
233258.146669,0.403,0.351,0.884,1.68,7.32,-5.19
233258.157694,0.407,0.37,0.902,2.96,8.12,-7.72
233258.171476,0.418,0.376,0.887,4.36,8.12,-8.48
233258.177318,0.425,0.377,0.864,5.55,7.51,-7.48
233258.186290,0.422,0.388,0.873,5.89,6.35,-5.62
233258.196215,0.411,0.41,0.904,5.95,4.76,-3.23
233258.208238,0.411,0.407,0.896,5.92,3.05,-1.07
233258.219039,0.412,0.379,0.856,7.08,2.08,-0.24
233258.227021,0.403,0.356,0.833,7.78,1.01,0.85
233258.241022,0.385,0.36,0.842,6.41,-0.27,2.96
233258.246684,0.382,0.371,0.847,4.88,-0.85,4.27
233258.256047,0.386,0.359,0.823,5.07,-0.7,3.97
233258.265731,0.387,0.335,0.786,5.83,0.43,2.44
233258.276708,0.383,0.336,0.783,5.83,1.65,1.19
233258.286484,0.37,0.359,0.807,6.38,2.38,0.73
233258.298361,0.368,0.376,0.836,7.75,2.96,0.76
233258.307041,0.376,0.385,0.845,8.36,3.17,0.27
233258.321217,0.38,0.388,0.828,8.97,3.42,-1.13
233258.326343,0.377,0.392,0.835,9.52,3.33,-2.23
233258.336533,0.367,0.416,0.862,8.76,1.77,-1.53
233258.346899,0.367,0.433,0.883,8.94,0.18,-0.12
233258.356333,0.369,0.429,0.885,10.13,-1.16,0.61
233258.367361,0.377,0.412,0.86,10.07,-2.14,0.67
233258.378122,0.378,0.386,0.831,9.16,-2.5,-0.21
233258.391184,0.372,0.385,0.837,6.29,-2.75,-0.79
233258.396791,0.365,0.399,0.859,2.96,-3.57,-0.27
233258.406374,0.367,0.388,0.863,0.7,-3.94,-0.06
233258.415971,0.369,0.39,0.862,-2.17,-4.0,-1.07
233258.426201,0.371,0.394,0.854,-4.88,-4.0,-2.01
233258.437277,0.366,0.399,0.843,-5.52,-3.85,-2.35
233258.446960,0.365,0.404,0.832,-5.4,-3.57,-1.62
233258.460578,0.367,0.397,0.832,-4.3,-3.08,-0.79
233258.466165,0.365,0.384,0.836,-2.72,-2.41,-0.4
233258.475611,0.364,0.379,0.837,-2.11,-1.62,-0.34
233258.486197,0.367,0.373,0.829,-2.14,-0.82,-0.49
233258.496015,0.369,0.365,0.818,-1.68,0.15,-0.95
233258.506797,0.366,0.363,0.82,-1.28,0.95,-1.28
233258.517026,0.371,0.372,0.825,-1.86,1.31,-1.43
233258.527249,0.378,0.381,0.829,-1.74,1.46,-1.83
233258.541173,0.385,0.39,0.834,-1.37,1.5,-2.11
233258.546866,0.39,0.398,0.842,-1.16,1.19,-2.26
233258.556838,0.394,0.406,0.856,-1.4,0.46,-2.01
233258.566878,0.396,0.417,0.866,-2.29,-0.58,-1.89
233258.577139,0.398,0.425,0.861,-2.72,-1.56,-1.5
